N	51.8491	-8.29956	P253	12 Nov 2022	P253\nCobh to Cork\nExpected Departure 18:30	To Cork
N	51.9018	-8.4582	D254	12 Nov 2022	D254\nCork to Cobh\nExpected Departure 18:30	To Cobh
N	51.9212	-8.17579	P287	12 Nov 2022	P287\nMidleton to Cork\nExpected Departure 18:45	To Cork
N	52.5009	-8.20003	A444	12 Nov 2022	A444\nLimerick Junction to Limerick\nExpected Departure 18:31	To Limerick
N	52.5009	-8.20003	A576	12 Nov 2022	A576\nLimerick Junction to Waterford\nExpected Departure 18:40	To Waterford
N	53.0371	-7.30086	P218	12 Nov 2022	P218\nPortlaoise to Dublin Heuston\nExpected Departure 18:33	To Dublin Heuston
N	53.1442	-6.06085	E930	12 Nov 2022	E930\nGreystones to Howth\nExpected Departure 18:30	Northbound
N	53.2736	-9.04696	A491	12 Nov 2022	A491\nGalway to Ennis\nExpected Departure 18:45	To Ennis
N	53.3531	-6.24591	A612	12 Nov 2022	A612\nDublin Connolly to Rosslare Europort\nExpected Departure 18:38	Southbound
N	53.3531	-6.24591	D820	12 Nov 2022	D820\nDublin Connolly to Drogheda\nExpected Departure 18:40	Northbound
N	53.3531	-6.24591	D926	12 Nov 2022	D926\nDublin Connolly to Maynooth\nExpected Departure 18:45	Northbound
N	53.3891	-6.07401	E236	12 Nov 2022	E236\nHowth to Bray\nExpected Departure 18:30	Southbound
N	53.3891	-6.07401	E237	12 Nov 2022	E237\nHowth to Bray\nExpected Departure 18:45	Southbound
N	53.7955	-9.50885	A809	12 Nov 2022	A809\nWestport to Athlone\nExpected Departure 18:40	To Athlone
N	54.1085	-9.16146	A871	12 Nov 2022	A871\nBallina to Manulla Junction\nExpected Departure 18:42	To Manulla Junction
R	0	0	A220	12 Nov 2022	A220\n16:00 - Dublin Heuston to Cork (4 mins late)\nDeparted Killarney Junction next stop Cork	To Cork
R	0	0	A225	12 Nov 2022	A225\n17:25 - Cork to Dublin Heuston (5 mins late)\nDeparted LJ461 next stop Thurles	To Dublin Heuston
R	0	0	A514	12 Nov 2022	A514\n18:35 - Dublin Heuston to Waterford (-9 mins late)\nArrived Inchicore Advance Starter next stop Newbridge	To Waterford
R	0	0	A842	12 Nov 2022	A842\n16:20 - Tullamore to Westport (2 mins late)\nDeparted Athlone Midland Yard next stop Roscommon	To Westport
R	0	0	D229	12 Nov 2022	D229\n18:25 - Mallow to Cork (0 mins late)\nDeparted Killarney Junction next stop Cork	To Cork
R	52.1396	-8.65521	A310	12 Nov 2022	A310\n17:25 - Mallow to Tralee (1 mins late)\nDeparted Mallow next stop Banteer	To Tralee
R	52.1396	-8.65521	A313	12 Nov 2022	A313\n17:05 - Tralee to Cork (-1 mins late)\nArrived Mallow next stop Cork	To Cork
R	52.5009	-8.20003	A222	12 Nov 2022	A222\n17:00 - Dublin Heuston to Cork (5 mins late)\nArrived Limerick Junction next stop Mallow	To Cork
R	52.5828	-8.38682	A408	12 Nov 2022	A408\n16:25 - Dublin Heuston to Limerick (6 mins late)\nDeparted Drumkeen next stop Limerick	To Limerick
R	52.6766	-7.82189	A312	12 Nov 2022	A312\n17:05 - Dublin Heuston to Tralee (7 mins late)\nArrived Thurles next stop Charleville	To Tralee
R	52.8999	-7.60259	A410	12 Nov 2022	A410\n17:25 - Dublin Heuston to Limerick (4 mins late)\nArrived Ballybrophy next stop Templemore	To Limerick
R	52.992	-6.9762	A510	12 Nov 2022	A510\n16:40 - Dublin Heuston to Waterford (-1 mins late)\nDeparted Athy next stop Carlow	To Waterford
R	52.992	-6.9762	A512	12 Nov 2022	A512\n17:35 - Dublin Heuston to Waterford (-2 mins late)\nDeparted Athy next stop Carlow	To Waterford
R	53.0371	-7.30086	A223	12 Nov 2022	A223\n16:25 - Cork to Dublin Heuston (5 mins late)\nDeparted Portlaoise next stop Dublin Heuston	To Dublin Heuston
R	53.1454	-7.06361	A224	12 Nov 2022	A224\n18:00 - Dublin Heuston to Cork (-2 mins late)\nDeparted Monasterevin next stop Ballybrophy	To Cork
R	53.146	-7.18055	D212	12 Nov 2022	D212\n17:27 - Dublin Heuston to Portlaoise (2 mins late)\nDeparted Portarlington next stop Portlaoise	To Portlaoise
